Finalidad,Finalidad_imagen,Cod. y Desc. Funcion,Cod. y Desc. Funcion_imagen,Mes,Devengado Anterior,Sancionado,Presupuestado,Comprometido,Devengado,Pagado,Leyenda_Fecha_Act,Cod. Ejercicio Presupuestario
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,5 - Ciencia y Técnica,paraque/ciencia_y_tecnica.svg,7,"16217,77680164","18534,647432","18579,197942","11719,68484863","9742,36800598","8063,03656837",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,5 - Ciencia y Técnica,paraque/ciencia_y_tecnica.svg,8,"16217,77680164","18534,647432","18739,956793","13190,91319555","11470,79503827","9819,41392394",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,5 - Ciencia y Técnica,paraque/ciencia_y_tecnica.svg,9,"16217,77680164","18534,647432","19339,142173","14920,74377133","13643,57438629","11736,23214495",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,5 - Ciencia y Técnica,paraque/ciencia_y_tecnica.svg,10,"16217,77680164","18534,647432","19750,158826","15958,13212404","15092,83658337","13434,68353233",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,5 - Ciencia y Técnica,paraque/ciencia_y_tecnica.svg,11,"16217,77680164","18534,647432","22060,730768","17880,3296901","16922,01439094","15113,49016855",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,6 - Trabajo,paraque/trabajo.svg,1,"4381,40371581","6012,229816","6012,229816","153,49862842","137,3880304","81,33641144",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,6 - Trabajo,paraque/trabajo.svg,2,"4381,40371581","6012,229816","6012,229816","647,36005228","591,94022864","518,56327323",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,6 - Trabajo,paraque/trabajo.svg,3,"4381,40371581","6012,229816","6012,229816","1665,91592874","1102,06253242","981,32950879",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,6 - Trabajo,paraque/trabajo.svg,4,"4381,40371581","6012,229816","6012,229816","2066,91302636","1536,36917247","1471,51495065",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,6 - Trabajo,paraque/trabajo.svg,5,"4381,40371581","6012,229816","6012,320016","2462,30444073","2022,23691449","1918,22823775",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,6 - Trabajo,paraque/trabajo.svg,6,"4381,40371581","6012,229816","6012,320016","3013,77607056","2587,23366388","2410,75117893",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,6 - Trabajo,paraque/trabajo.svg,7,"4381,40371581","6012,229816","6012,320016","3453,80980141","3117,66648679","3028,80772514",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,6 - Trabajo,paraque/trabajo.svg,8,"4381,40371581","6012,229816","6012,320016","4010,47678365","3588,16645382","3514,64865892",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,6 - Trabajo,paraque/trabajo.svg,9,"4381,40371581","6012,229816","7525,113074","4523,53524103","4262,59780378","4162,84935823",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,6 - Trabajo,paraque/trabajo.svg,10,"4381,40371581","6012,229816","7572,263074","4851,69879068","4613,93273853","4539,53476652",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,6 - Trabajo,paraque/trabajo.svg,11,"4381,40371581","6012,229816","7672,775402","5077,47016085","4825,75953304","4760,5577607",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,7 - Vivienda y Urbanismo,paraque/vivienda_y_urbanismo.svg,1,"24890,66031541","28684,071275","28684,071275","546,96201753","282,44623679","142,01669716",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,7 - Vivienda y Urbanismo,paraque/vivienda_y_urbanismo.svg,2,"24890,66031541","28684,071275","28684,071275","1994,3855846","1741,85101272","1478,06808434",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,7 - Vivienda y Urbanismo,paraque/vivienda_y_urbanismo.svg,3,"24890,66031541","28684,071275","28682,040275","6431,5612706","6413,14315693","3192,36272333",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,7 - Vivienda y Urbanismo,paraque/vivienda_y_urbanismo.svg,4,"24890,66031541","28684,071275","28682,440275","10443,13412416","10238,10805596","9322,25175957",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,7 - Vivienda y Urbanismo,paraque/vivienda_y_urbanismo.svg,5,"24890,66031541","28684,071275","28748,940275","12522,11887561","12249,16146036","11458,69036406",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,7 - Vivienda y Urbanismo,paraque/vivienda_y_urbanismo.svg,6,"24890,66031541","28684,071275","28755,213275","17484,3970265","17475,23551099","16682,02848434",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,7 - Vivienda y Urbanismo,paraque/vivienda_y_urbanismo.svg,7,"24890,66031541","28684,071275","28905,356275","20334,36422415","19661,97761028","17980,30037182",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,7 - Vivienda y Urbanismo,paraque/vivienda_y_urbanismo.svg,8,"24890,66031541","28684,071275","28903,898475","23226,94812469","22108,89062818","21039,45465391",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,7 - Vivienda y Urbanismo,paraque/vivienda_y_urbanismo.svg,9,"24890,66031541","28684,071275","29403,748475","24686,95116714","24659,42696023","23334,15481842",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,7 - Vivienda y Urbanismo,paraque/vivienda_y_urbanismo.svg,10,"24890,66031541","28684,071275","29435,245405","26883,1264419","25571,94198268","24801,78248208",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,7 - Vivienda y Urbanismo,paraque/vivienda_y_urbanismo.svg,11,"24890,66031541","28684,071275","31651,472118","28206,96616871","28006,40449636","27085,80404313",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,8 - Agua Potable y Alcantarillado,paraque/agua_potable_y_alcantarillado.svg,1,"14028,11789494","15501,658548","15501,658548","99,05776152","96,93204011","9,5293227",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,8 - Agua Potable y Alcantarillado,paraque/agua_potable_y_alcantarillado.svg,2,"14028,11789494","15501,658548","15501,658548","1512,07009383","1518,16125514","984,85494363",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,8 - Agua Potable y Alcantarillado,paraque/agua_potable_y_alcantarillado.svg,3,"14028,11789494","15501,658548","15501,658548","3010,48553606","3004,1550991","2451,49386782",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,8 - Agua Potable y Alcantarillado,paraque/agua_potable_y_alcantarillado.svg,4,"14028,11789494","15501,658548","15457,703593","3916,25035607","3893,44274854","3730,23027705",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,8 - Agua Potable y Alcantarillado,paraque/agua_potable_y_alcantarillado.svg,5,"14028,11789494","15501,658548","15397,703593","4909,34430888","4945,86277417","4774,35674524",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,8 - Agua Potable y Alcantarillado,paraque/agua_potable_y_alcantarillado.svg,6,"14028,11789494","15501,658548","15395,253593","7419,81441208","7413,54388635","6438,67466672",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,8 - Agua Potable y Alcantarillado,paraque/agua_potable_y_alcantarillado.svg,7,"14028,11789494","15501,658548","15039,544003","8385,10517349","8406,45249661","7538,69175361",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,8 - Agua Potable y Alcantarillado,paraque/agua_potable_y_alcantarillado.svg,8,"14028,11789494","15501,658548","15041,001803","9331,88652114","9351,572244","8778,01230557",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,8 - Agua Potable y Alcantarillado,paraque/agua_potable_y_alcantarillado.svg,9,"14028,11789494","15501,658548","15526,793108","11141,07415809","11132,78705318","10987,29644016",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,8 - Agua Potable y Alcantarillado,paraque/agua_potable_y_alcantarillado.svg,10,"14028,11789494","15501,658548","15509,175642","12267,78374594","12232,9345881","12083,95251556",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,8 - Agua Potable y Alcantarillado,paraque/agua_potable_y_alcantarillado.svg,11,"14028,11789494","15501,658548","15768,548403","13574,68675058","13578,77052878","13395,37210998",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,"1 - Energía, Combustibles y Minería",paraque/energia_combustibles_y_mineria.svg,1,"203335,90606021","167625,091607","167625,091607","9098,62512378","7382,37688356","4778,53087698",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,"1 - Energía, Combustibles y Minería",paraque/energia_combustibles_y_mineria.svg,2,"203335,90606021","167625,091607","167393,091607","21728,3167121","19172,64803914","14209,7487498",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,"1 - Energía, Combustibles y Minería",paraque/energia_combustibles_y_mineria.svg,3,"203335,90606021","167625,091607","167120,501607","35544,652314","34656,11757087","23882,7022538",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,"1 - Energía, Combustibles y Minería",paraque/energia_combustibles_y_mineria.svg,4,"203335,90606021","167625,091607","166737,118295","55071,98193893","48217,08406895","39354,48019319",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,"1 - Energía, Combustibles y Minería",paraque/energia_combustibles_y_mineria.svg,5,"203335,90606021","167625,091607","166627,658295","71523,89846815","64161,11258771","53841,276634",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,"1 - Energía, Combustibles y Minería",paraque/energia_combustibles_y_mineria.svg,6,"203335,90606021","167625,091607","166829,036295","82278,45771037","81883,99764274","71426,3548979",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,"1 - Energía, Combustibles y Minería",paraque/energia_combustibles_y_mineria.svg,7,"203335,90606021","167625,091607","166762,177995","103033,19806447","100048,15132068","90369,38592084",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,"1 - Energía, Combustibles y Minería",paraque/energia_combustibles_y_mineria.svg,8,"203335,90606021","167625,091607","166445,155495","116729,16008748","115707,97234593","108619,77282785",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,"1 - Energía, Combustibles y Minería",paraque/energia_combustibles_y_mineria.svg,9,"203335,90606021","167625,091607","173235,209478","133907,29631928","133636,22503518","120911,67717331",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,"1 - Energía, Combustibles y Minería",paraque/energia_combustibles_y_mineria.svg,10,"203335,90606021","167625,091607","173044,946111","142528,38753502","142126,36916282","137393,39224038",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,"1 - Energía, Combustibles y Minería",paraque/energia_combustibles_y_mineria.svg,11,"203335,90606021","167625,091607","180123,96586","153626,73524243","152851,21495468","150106,30856083",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,2 - Comunicaciones,paraque/comunicaciones.svg,1,"8637,99234559","9396,337346","9396,337346","307,03486032","256,01546807","8,04797547",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,2 - Comunicaciones,paraque/comunicaciones.svg,2,"8637,99234559","9396,337346","9595,947346","1072,34788005","988,98680505","502,41432398",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,2 - Comunicaciones,paraque/comunicaciones.svg,3,"8637,99234559","9396,337346","9808,537346","2334,01793752","1934,22546823","786,76906702",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,2 - Comunicaciones,paraque/comunicaciones.svg,4,"8637,99234559","9396,337346","10110,467346","2612,72822008","2233,72488047","1258,43148114",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,2 - Comunicaciones,paraque/comunicaciones.svg,5,"8637,99234559","9396,337346","10116,027346","3207,08308922","2852,8111477","1755,69216804",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,2 - Comunicaciones,paraque/comunicaciones.svg,6,"8637,99234559","9396,337346","10023,314846","3848,12011525","3582,85622344","2467,95562222",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,2 - Comunicaciones,paraque/comunicaciones.svg,7,"8637,99234559","9396,337346","10031,873146","4267,96298884","3985,23910954","3353,77032439",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,2 - Comunicaciones,paraque/comunicaciones.svg,8,"8637,99234559","9396,337346","10249,175646","5091,60164539","4887,33465469","4241,4509437",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,2 - Comunicaciones,paraque/comunicaciones.svg,9,"8637,99234559","9396,337346","10912,391305","6553,97663332","6379,8207043","5288,93929788",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,2 - Comunicaciones,paraque/comunicaciones.svg,10,"8637,99234559","9396,337346","10514,227305","6921,14829489","6763,28876383","6413,14118012",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,2 - Comunicaciones,paraque/comunicaciones.svg,11,"8637,99234559","9396,337346","11672,219241","8308,50493727","8122,83613987","7480,53603751",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,3 - Transporte,paraque/transporte.svg,1,"75072,79385653","77786,910772","77786,910772","6659,52118554","5447,33274077","2441,49037434",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,3 - Transporte,paraque/transporte.svg,2,"75072,79385653","77786,910772","77786,910772","13397,99282281","12205,24909955","9907,84412446",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,3 - Transporte,paraque/transporte.svg,3,"75072,79385653","77786,910772","77786,910772","21459,63202258","20005,4596265","16861,79948971",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,3 - Transporte,paraque/transporte.svg,4,"75072,79385653","77786,910772","77868,164084","27465,15610106","26207,58274195","24681,12646947",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,3 - Transporte,paraque/transporte.svg,5,"75072,79385653","77786,910772","77971,164084","33665,32225999","32573,93850483","30310,88092774",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,3 - Transporte,paraque/transporte.svg,6,"75072,79385653","77786,910772","77971,164084","41412,70554654","40544,15394501","36768,72271312",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,3 - Transporte,paraque/transporte.svg,7,"75072,79385653","77786,910772","78011,225084","48932,99676434","48097,14066549","43157,28396025",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,3 - Transporte,paraque/transporte.svg,8,"75072,79385653","77786,910772","78110,745084","54474,9634622","53921,68503547","50241,55014232",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,3 - Transporte,paraque/transporte.svg,9,"75072,79385653","77786,910772","81070,06557","63487,76781459","63070,40671753","59135,04544243",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,3 - Transporte,paraque/transporte.svg,10,"75072,79385653","77786,910772","84190,353853","70772,87151677","70568,95556009","67703,28165868",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,3 - Transporte,paraque/transporte.svg,11,"75072,79385653","77786,910772","93165,731208","77096,88532291","76958,54144327","74475,44130009",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,4 - Ecología y Medio Ambiente,paraque/ecologia_y_medio_ambiente.svg,1,"2892,18391156","3501,938928","3501,938928","187,93858295","163,58530926","18,02944202",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,4 - Ecología y Medio Ambiente,paraque/ecologia_y_medio_ambiente.svg,2,"2892,18391156","3501,938928","3501,938928","646,74229257","436,56770479","103,27659282",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,4 - Ecología y Medio Ambiente,paraque/ecologia_y_medio_ambiente.svg,3,"2892,18391156","3501,938928","3501,938928","845,09737573","615,88250501","277,62894627",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,4 - Ecología y Medio Ambiente,paraque/ecologia_y_medio_ambiente.svg,4,"2892,18391156","3501,938928","3501,938928","1021,29785628","770,5659405","611,23880946",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,4 - Ecología y Medio Ambiente,paraque/ecologia_y_medio_ambiente.svg,5,"2892,18391156","3501,938928","3501,938928","1153,90548985","954,6634255","766,28037136",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,4 - Ecología y Medio Ambiente,paraque/ecologia_y_medio_ambiente.svg,6,"2892,18391156","3501,938928","3501,938928","1421,18078731","1275,75158959","1001,60238621",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,4 - Ecología y Medio Ambiente,paraque/ecologia_y_medio_ambiente.svg,7,"2892,18391156","3501,938928","3501,938928","1481,99012465","1423,44287659","1202,12457977",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,4 - Ecología y Medio Ambiente,paraque/ecologia_y_medio_ambiente.svg,8,"2892,18391156","3501,938928","3501,938928","1663,01499656","1577,9876708","1374,02134317",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,4 - Ecología y Medio Ambiente,paraque/ecologia_y_medio_ambiente.svg,9,"2892,18391156","3501,938928","3501,938928","1879,79857368","1806,72801357","1605,86961398",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,4 - Ecología y Medio Ambiente,paraque/ecologia_y_medio_ambiente.svg,10,"2892,18391156","3501,938928","4044,378928","2107,34661285","2030,4436985","1841,21506734",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,4 - Ecología y Medio Ambiente,paraque/ecologia_y_medio_ambiente.svg,11,"2892,18391156","3501,938928","3969,49434","2683,98161419","2290,03999582","2097,72120801",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,5 - Agricultura,paraque/agricultura.svg,1,"5301,02322671","6914,802336","6914,802336","919,04608578","191,2819547","35,76503903",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,5 - Agricultura,paraque/agricultura.svg,2,"5301,02322671","6914,802336","6914,802336","1432,29240364","641,52206681","339,69560694",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,5 - Agricultura,paraque/agricultura.svg,3,"5301,02322671","6914,802336","6974,802336","3163,29094614","1176,2377774","882,46198484",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,5 - Agricultura,paraque/agricultura.svg,4,"5301,02322671","6914,802336","6974,802336","3435,43553744","1576,17314972","1399,78518996",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,5 - Agricultura,paraque/agricultura.svg,5,"5301,02322671","6914,802336","6974,802336","3766,81423035","2016,84462618","1739,97802555",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,5 - Agricultura,paraque/agricultura.svg,6,"5301,02322671","6914,802336","7188,922336","4269,34688325","2876,91943241","2302,48652511",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,5 - Agricultura,paraque/agricultura.svg,7,"5301,02322671","6914,802336","7188,922336","4665,85190312","3427,28846089","3020,00178195",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,5 - Agricultura,paraque/agricultura.svg,8,"5301,02322671","6914,802336","7188,922336","5125,27782642","4200,04513974","3845,81972715",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,5 - Agricultura,paraque/agricultura.svg,9,"5301,02322671","6914,802336","7462,922336","5704,94904888","5014,73786521","4637,03695506",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,5 - Agricultura,paraque/agricultura.svg,10,"5301,02322671","6914,802336","7462,922336","6160,53115711","5592,65622331","5290,87679518",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,5 - Agricultura,paraque/agricultura.svg,11,"5301,02322671","6914,802336","7723,244098","6560,64604002","6188,50294903","5876,6048974",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,6 - Industria,paraque/industria.svg,1,"3544,350464","5756,566128","5756,566128","862,1644536","150,69549005","32,87025759",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,6 - Industria,paraque/industria.svg,2,"3544,350464","5756,566128","5756,566128","1064,56121019","333,5398556","200,69484448",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,6 - Industria,paraque/industria.svg,3,"3544,350464","5756,566128","5756,566128","2073,48325296","1202,15395111","420,02933448",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,6 - Industria,paraque/industria.svg,4,"3544,350464","5756,566128","5756,566128","2175,55608835","1399,03573737","965,61829956",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,6 - Industria,paraque/industria.svg,5,"3544,350464","5756,566128","5756,566128","2804,46219353","1601,04794429","1454,7835898",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,6 - Industria,paraque/industria.svg,6,"3544,350464","5756,566128","5756,566128","3244,64905469","2677,10940022","1844,69906052",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,6 - Industria,paraque/industria.svg,7,"3544,350464","5756,566128","6084,566128","3758,22232883","3537,10668844","2947,42672848",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,6 - Industria,paraque/industria.svg,8,"3544,350464","5756,566128","6084,566128","3850,15051046","3662,20127672","3074,41510135",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,6 - Industria,paraque/industria.svg,9,"3544,350464","5756,566128","6157,006128","4931,11889271","4775,42687215","3651,80628644",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
