Cod. y Desc. Inciso,Cod. y Desc. Inciso_imagen,Cod. y Desc. Principal,Cod. y Desc. Principal_imagen,Mes,Devengado Anterior,Sancionado,Presupuestado,Comprometido,Devengado,Pagado,Leyenda_Fecha_Act,Cod. Ejercicio Presupuestario
3 - Servicios No Personales,que/servicios_no_personales.svg,2 - Alquileres y Derechos,que/alquileres_y_derechos.svg,11,"1649,06291826","1902,943011","2504,535562","2083,82343834","1894,91430403","1685,28060426",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,"3 - Mantenimiento, Reparación y Limpieza",que/mantenimiento_reparacion_y_limpieza.svg,1,"5298,56457901","6356,354445","6372,257496","522,1201168","63,46481012","36,88768315",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,"3 - Mantenimiento, Reparación y Limpieza",que/mantenimiento_reparacion_y_limpieza.svg,2,"5298,56457901","6356,354445","6555,556519","1096,83510684","354,93430204","267,06999917",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,"3 - Mantenimiento, Reparación y Limpieza",que/mantenimiento_reparacion_y_limpieza.svg,3,"5298,56457901","6356,354445","6637,28085","1976,35597939","998,46818614","661,44914324",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,"3 - Mantenimiento, Reparación y Limpieza",que/mantenimiento_reparacion_y_limpieza.svg,4,"5298,56457901","6356,354445","6740,814861","2411,1059777","1255,22236634","1109,28193392",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,"3 - Mantenimiento, Reparación y Limpieza",que/mantenimiento_reparacion_y_limpieza.svg,5,"5298,56457901","6356,354445","6876,554148","2864,15013762","1639,96759899","1473,13136124",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,"3 - Mantenimiento, Reparación y Limpieza",que/mantenimiento_reparacion_y_limpieza.svg,6,"5298,56457901","6356,354445","7124,342787","3664,5612257","2306,02199711","2015,52078336",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,"3 - Mantenimiento, Reparación y Limpieza",que/mantenimiento_reparacion_y_limpieza.svg,7,"5298,56457901","6356,354445","7122,906114","3975,16870079","2670,07898161","2486,4399299",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,"3 - Mantenimiento, Reparación y Limpieza",que/mantenimiento_reparacion_y_limpieza.svg,8,"5298,56457901","6356,354445","7100,44102","4371,08445811","3138,85619737","2986,27129237",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,"3 - Mantenimiento, Reparación y Limpieza",que/mantenimiento_reparacion_y_limpieza.svg,9,"5298,56457901","6356,354445","7148,437878","4976,09971722","3952,50632241","3590,622571",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,"3 - Mantenimiento, Reparación y Limpieza",que/mantenimiento_reparacion_y_limpieza.svg,10,"5298,56457901","6356,354445","7424,707028","5333,36999771","4343,64241454","4197,16927612",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,"3 - Mantenimiento, Reparación y Limpieza",que/mantenimiento_reparacion_y_limpieza.svg,11,"5298,56457901","6356,354445","7376,095383","5760,74934111","4877,40044444","4699,93880437",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,4 - Servicios Técnicos y Profesionales,que/servicios_tecnicos_y_profesionales.svg,1,"7236,62305627","8502,069978","8464,842184","740,91115804","167,38613372","77,43075604",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,4 - Servicios Técnicos y Profesionales,que/servicios_tecnicos_y_profesionales.svg,2,"7236,62305627","8502,069978","8327,084314","1291,78881714","588,92572173","420,69508264",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,4 - Servicios Técnicos y Profesionales,que/servicios_tecnicos_y_profesionales.svg,3,"7236,62305627","8502,069978","8502,465374","2221,11916431","1297,75925417","976,87569184",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,4 - Servicios Técnicos y Profesionales,que/servicios_tecnicos_y_profesionales.svg,4,"7236,62305627","8502,069978","8631,061886","2795,43727225","1760,31637991","1554,45115733",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,4 - Servicios Técnicos y Profesionales,que/servicios_tecnicos_y_profesionales.svg,5,"7236,62305627","8502,069978","8944,75216","3640,84393854","2396,01518033","2200,21459755",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,4 - Servicios Técnicos y Profesionales,que/servicios_tecnicos_y_profesionales.svg,6,"7236,62305627","8502,069978","9292,2034","4958,79053064","3438,62343005","2897,65167443",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,4 - Servicios Técnicos y Profesionales,que/servicios_tecnicos_y_profesionales.svg,7,"7236,62305627","8502,069978","9353,054701","5471,7377167","4072,70075177","3744,6395019",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,4 - Servicios Técnicos y Profesionales,que/servicios_tecnicos_y_profesionales.svg,8,"7236,62305627","8502,069978","9714,955602","6118,98729987","4900,06378574","4456,60688518",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,4 - Servicios Técnicos y Profesionales,que/servicios_tecnicos_y_profesionales.svg,9,"7236,62305627","8502,069978","10095,882234","6911,74783633","5878,96331457","5376,0695002",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,4 - Servicios Técnicos y Profesionales,que/servicios_tecnicos_y_profesionales.svg,10,"7236,62305627","8502,069978","10247,79227","7626,22164457","6636,39889565","6254,63605833",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,4 - Servicios Técnicos y Profesionales,que/servicios_tecnicos_y_profesionales.svg,11,"7236,62305627","8502,069978","11041,307871","8595,24261937","7820,77700115","7353,23780295",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,5 - Servicios Comerciales y Financieros,que/servicios_comerciales_y_financieros.svg,1,"2595,47794531","3540,966216","3557,896216","224,27610379","75,34543312","37,90571843",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,5 - Servicios Comerciales y Financieros,que/servicios_comerciales_y_financieros.svg,2,"2595,47794531","3540,966216","3485,62007","463,97247043","264,52440177","195,68548511",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,5 - Servicios Comerciales y Financieros,que/servicios_comerciales_y_financieros.svg,3,"2595,47794531","3540,966216","3434,505394","852,39412719","595,26591543","398,99531591",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,5 - Servicios Comerciales y Financieros,que/servicios_comerciales_y_financieros.svg,4,"2595,47794531","3540,966216","3498,08482","1136,53705599","770,74698669","719,50941287",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,5 - Servicios Comerciales y Financieros,que/servicios_comerciales_y_financieros.svg,5,"2595,47794531","3540,966216","4192,078405","2071,84516164","1669,22380456","950,13442946",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,5 - Servicios Comerciales y Financieros,que/servicios_comerciales_y_financieros.svg,6,"2595,47794531","3540,966216","4308,490771","2508,17417732","2103,69045844","1943,32073035",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,5 - Servicios Comerciales y Financieros,que/servicios_comerciales_y_financieros.svg,7,"2595,47794531","3540,966216","4158,098365","2669,25042336","2287,70377449","2205,30753163",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,5 - Servicios Comerciales y Financieros,que/servicios_comerciales_y_financieros.svg,8,"2595,47794531","3540,966216","4148,574891","2865,59903682","2517,56816748","2460,76390146",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,5 - Servicios Comerciales y Financieros,que/servicios_comerciales_y_financieros.svg,9,"2595,47794531","3540,966216","4664,316793","3249,22250542","2936,75675253","2774,2271297",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,5 - Servicios Comerciales y Financieros,que/servicios_comerciales_y_financieros.svg,10,"2595,47794531","3540,966216","4581,920177","3698,86017098","3371,42619973","3316,7825164",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,5 - Servicios Comerciales y Financieros,que/servicios_comerciales_y_financieros.svg,11,"2595,47794531","3540,966216","5181,925662","4489,10393668","4245,0334315","3890,70611921",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,6 - Publicidad y Propaganda,que/publicidad_y_propaganda.svg,1,"2163,26196261","1404,677497","1406,277497","141,16029185","85,31755022","43,90113776",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,6 - Publicidad y Propaganda,que/publicidad_y_propaganda.svg,2,"2163,26196261","1404,677497","1406,277497","272,09354155","218,86315232","174,0510384",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,6 - Publicidad y Propaganda,que/publicidad_y_propaganda.svg,3,"2163,26196261","1404,677497","1406,277497","652,46746254","606,81713507","448,95220721",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,6 - Publicidad y Propaganda,que/publicidad_y_propaganda.svg,4,"2163,26196261","1404,677497","1406,277497","970,50265571","880,59633579","822,03416665",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,6 - Publicidad y Propaganda,que/publicidad_y_propaganda.svg,5,"2163,26196261","1404,677497","2017,277497","1257,886394","1180,49082981","1142,78650496",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,6 - Publicidad y Propaganda,que/publicidad_y_propaganda.svg,6,"2163,26196261","1404,677497","2116,977497","1587,01948113","1514,17492046","1457,24961159",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,6 - Publicidad y Propaganda,que/publicidad_y_propaganda.svg,7,"2163,26196261","1404,677497","2123,577497","1856,86662558","1792,30803842","1746,10554847",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,6 - Publicidad y Propaganda,que/publicidad_y_propaganda.svg,8,"2163,26196261","1404,677497","2423,563497","2222,76183495","2142,56026263","2085,77209649",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,6 - Publicidad y Propaganda,que/publicidad_y_propaganda.svg,9,"2163,26196261","1404,677497","2571,907927","2517,78967467","2467,17424096","2429,9564209",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,6 - Publicidad y Propaganda,que/publicidad_y_propaganda.svg,10,"2163,26196261","1404,677497","3096,214927","2761,22359702","2716,98531229","2666,61464229",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,6 - Publicidad y Propaganda,que/publicidad_y_propaganda.svg,11,"2163,26196261","1404,677497","3096,214927","3013,62641987","2992,8280769","2947,17402759",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,7 - Pasajes y Viáticos,que/pasajes_y_viaticos.svg,1,"3454,44939953","3600,005022","3588,515022","137,44660742","112,90891481","29,28340234",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,7 - Pasajes y Viáticos,que/pasajes_y_viaticos.svg,2,"3454,44939953","3600,005022","3607,175075","332,1978322","311,20055355","200,37323418",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,7 - Pasajes y Viáticos,que/pasajes_y_viaticos.svg,3,"3454,44939953","3600,005022","3517,954225","683,79311911","625,20487484","512,44203358",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,7 - Pasajes y Viáticos,que/pasajes_y_viaticos.svg,4,"3454,44939953","3600,005022","3482,752417","928,6922164","866,85700228","791,07238982",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,7 - Pasajes y Viáticos,que/pasajes_y_viaticos.svg,5,"3454,44939953","3600,005022","3366,078037","1202,68899217","1157,74989574","1084,52292518",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,7 - Pasajes y Viáticos,que/pasajes_y_viaticos.svg,6,"3454,44939953","3600,005022","3419,806632","1601,43215933","1540,07657156","1400,54824639",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,7 - Pasajes y Viáticos,que/pasajes_y_viaticos.svg,7,"3454,44939953","3600,005022","3443,506833","1886,57423028","1827,28651132","1723,00078063",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,7 - Pasajes y Viáticos,que/pasajes_y_viaticos.svg,8,"3454,44939953","3600,005022","3494,501508","2214,05180403","2156,43155758","2046,99420604",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,7 - Pasajes y Viáticos,que/pasajes_y_viaticos.svg,9,"3454,44939953","3600,005022","3753,812359","2719,68116454","2658,32519443","2426,81010251",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,7 - Pasajes y Viáticos,que/pasajes_y_viaticos.svg,10,"3454,44939953","3600,005022","4054,377867","3104,54987318","3022,92706977","2933,34380737",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,7 - Pasajes y Viáticos,que/pasajes_y_viaticos.svg,11,"3454,44939953","3600,005022","4303,095372","3454,47966475","3411,26856058","3344,6069997",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,"8 - Impuestos, Derechos, Tasas y Juicios",que/impuestos_derechos_tasas_y_juicios.svg,1,"2391,91236024","2615,259171","2613,004171","121,27268773","101,65043165","85,77710997",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,"8 - Impuestos, Derechos, Tasas y Juicios",que/impuestos_derechos_tasas_y_juicios.svg,2,"2391,91236024","2615,259171","2636,411915","1027,10200544","238,00657189","142,75934726",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,"8 - Impuestos, Derechos, Tasas y Juicios",que/impuestos_derechos_tasas_y_juicios.svg,3,"2391,91236024","2615,259171","2665,054215","1398,70995301","547,25220071","501,49159113",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,"8 - Impuestos, Derechos, Tasas y Juicios",que/impuestos_derechos_tasas_y_juicios.svg,4,"2391,91236024","2615,259171","2573,497332","1437,56961602","693,69567144","680,02626899",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,"8 - Impuestos, Derechos, Tasas y Juicios",que/impuestos_derechos_tasas_y_juicios.svg,5,"2391,91236024","2615,259171","2587,6249","1479,79526873","870,59005859","843,80976919",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,"8 - Impuestos, Derechos, Tasas y Juicios",que/impuestos_derechos_tasas_y_juicios.svg,6,"2391,91236024","2615,259171","2524,429949","1592,33440954","1235,22850929","1068,87344239",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,"8 - Impuestos, Derechos, Tasas y Juicios",que/impuestos_derechos_tasas_y_juicios.svg,7,"2391,91236024","2615,259171","2525,53227","1629,99183403","1275,25155105","1251,8429887",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,"8 - Impuestos, Derechos, Tasas y Juicios",que/impuestos_derechos_tasas_y_juicios.svg,8,"2391,91236024","2615,259171","2488,679583","1676,54809781","1453,76270592","1421,49868204",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,"8 - Impuestos, Derechos, Tasas y Juicios",que/impuestos_derechos_tasas_y_juicios.svg,9,"2391,91236024","2615,259171","2361,730118","1809,06507597","1800,31689293","1647,64703132",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,"8 - Impuestos, Derechos, Tasas y Juicios",que/impuestos_derechos_tasas_y_juicios.svg,10,"2391,91236024","2615,259171","2570,87895","1995,32311676","1977,83862798","1820,95232298",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,"8 - Impuestos, Derechos, Tasas y Juicios",que/impuestos_derechos_tasas_y_juicios.svg,11,"2391,91236024","2615,259171","2705,67193","2105,68370942","2095,94265978","2027,99561245",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,9 - Otros Servicios,que/default.svg,1,"3952,04561959","4719,103187","5128,837423","411,87004367","204,87354352","74,30726247",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,9 - Otros Servicios,que/default.svg,2,"3952,04561959","4719,103187","5153,530471","853,66423307","540,89703371","368,17818471",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,9 - Otros Servicios,que/default.svg,3,"3952,04561959","4719,103187","5133,777981","1288,8895624","931,23306415","684,71649832",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,9 - Otros Servicios,que/default.svg,4,"3952,04561959","4719,103187","5261,15469","1684,0168693","1299,63505805","1096,39392778",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,9 - Otros Servicios,que/default.svg,5,"3952,04561959","4719,103187","5353,877029","2065,78389273","1678,04884188","1467,74812367",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,9 - Otros Servicios,que/default.svg,6,"3952,04561959","4719,103187","5374,448619","2639,46567326","2198,67336735","1861,73996869",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,9 - Otros Servicios,que/default.svg,7,"3952,04561959","4719,103187","5430,828933","2979,77778682","2575,90298459","2347,17557593",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,9 - Otros Servicios,que/default.svg,8,"3952,04561959","4719,103187","5427,381938","3450,3593045","2989,76095651","2760,83173366",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,9 - Otros Servicios,que/default.svg,9,"3952,04561959","4719,103187","5570,948704","4018,89912933","3665,25928703","3334,39863235",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,9 - Otros Servicios,que/default.svg,10,"3952,04561959","4719,103187","5786,297763","4463,12782517","4111,78740287","3864,46997824",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,9 - Otros Servicios,que/default.svg,11,"3952,04561959","4719,103187","6303,411655","4937,72389349","4656,37362064","4385,59494929",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - Bienes de Uso,que/bienes_de_uso.svg,1 - Bienes Preexistentes,que/bienes_preexistentes.svg,1,"341,65819248","229,88491","450,825763",0,0,0,Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - Bienes de Uso,que/bienes_de_uso.svg,1 - Bienes Preexistentes,que/bienes_preexistentes.svg,2,"341,65819248","229,88491","429,66929",0,0,0,Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - Bienes de Uso,que/bienes_de_uso.svg,1 - Bienes Preexistentes,que/bienes_preexistentes.svg,3,"341,65819248","229,88491","439,503751","1,03414965","0,92625765",NaN,Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - Bienes de Uso,que/bienes_de_uso.svg,1 - Bienes Preexistentes,que/bienes_preexistentes.svg,4,"341,65819248","229,88491","455,355415","31,97745706","23,84178209","10,23379555",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - Bienes de Uso,que/bienes_de_uso.svg,1 - Bienes Preexistentes,que/bienes_preexistentes.svg,5,"341,65819248","229,88491","453,772003","33,53339267","25,3977177","23,84178209",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - Bienes de Uso,que/bienes_de_uso.svg,1 - Bienes Preexistentes,que/bienes_preexistentes.svg,6,"341,65819248","229,88491","367,515549","44,601726","44,493834","29,0137862",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - Bienes de Uso,que/bienes_de_uso.svg,1 - Bienes Preexistentes,que/bienes_preexistentes.svg,7,"341,65819248","229,88491","370,421375","48,457666","48,349774","41,167874",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - Bienes de Uso,que/bienes_de_uso.svg,1 - Bienes Preexistentes,que/bienes_preexistentes.svg,8,"341,65819248","229,88491","391,353352","49,225466","49,117574","49,117574",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - Bienes de Uso,que/bienes_de_uso.svg,1 - Bienes Preexistentes,que/bienes_preexistentes.svg,9,"341,65819248","229,88491","433,679854","140,24281876","140,13492676","97,265984",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - Bienes de Uso,que/bienes_de_uso.svg,1 - Bienes Preexistentes,que/bienes_preexistentes.svg,10,"341,65819248","229,88491","410,230801","144,04481876","143,93692676","116,2679312",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - Bienes de Uso,que/bienes_de_uso.svg,1 - Bienes Preexistentes,que/bienes_preexistentes.svg,11,"341,65819248","229,88491","363,263674","154,46351876","154,35562676","144,9721067",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - Bienes de Uso,que/bienes_de_uso.svg,2 - Construcciones,que/construcciones.svg,1,"18487,2602615","24977,2905","24728,315476","1206,48839301","1046,15257521","587,28695898",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - Bienes de Uso,que/bienes_de_uso.svg,2 - Construcciones,que/construcciones.svg,2,"18487,2602615","24977,2905","24771,587783","3131,09684075","2769,40309669","2395,83030872",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - Bienes de Uso,que/bienes_de_uso.svg,2 - Construcciones,que/construcciones.svg,3,"18487,2602615","24977,2905","24750,020269","5296,94431886","4761,25531331","4277,5536735",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - Bienes de Uso,que/bienes_de_uso.svg,2 - Construcciones,que/construcciones.svg,4,"18487,2602615","24977,2905","24837,548559","6909,94821162","6347,15293908","5955,14778752",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - Bienes de Uso,que/bienes_de_uso.svg,2 - Construcciones,que/construcciones.svg,5,"18487,2602615","24977,2905","24742,787737","8692,53413272","8174,9382117","7770,74610025",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - Bienes de Uso,que/bienes_de_uso.svg,2 - Construcciones,que/construcciones.svg,6,"18487,2602615","24977,2905","24968,981704","10923,64578997","10350,38482177","9850,44229734",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - Bienes de Uso,que/bienes_de_uso.svg,2 - Construcciones,que/construcciones.svg,7,"18487,2602615","24977,2905","24876,381859","12407,81609618","11903,89132132","11313,09049875",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - Bienes de Uso,que/bienes_de_uso.svg,2 - Construcciones,que/construcciones.svg,8,"18487,2602615","24977,2905","24827,122531","14260,28915042","13731,14931022","13293,7313815",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - Bienes de Uso,que/bienes_de_uso.svg,2 - Construcciones,que/construcciones.svg,9,"18487,2602615","24977,2905","26245,230771","16984,35700428","16354,73329399","15711,55698409",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - Bienes de Uso,que/bienes_de_uso.svg,2 - Construcciones,que/construcciones.svg,10,"18487,2602615","24977,2905","26542,501143","19020,41095975","18292,29188641","17620,54211661",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - Bienes de Uso,que/bienes_de_uso.svg,2 - Construcciones,que/construcciones.svg,11,"18487,2602615","24977,2905","24642,748924","21117,05249634","20503,4813676","19575,47909989",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - Bienes de Uso,que/bienes_de_uso.svg,3 - Maquinaria y Equipo,que/maquinaria_y_equipo.svg,1,"9289,19161777","12515,943854","12486,365854","476,59948563","41,42112717","8,06369813",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - Bienes de Uso,que/bienes_de_uso.svg,3 - Maquinaria y Equipo,que/maquinaria_y_equipo.svg,2,"9289,19161777","12515,943854","12344,963588","728,24802461","307,89639358","223,62074817",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - Bienes de Uso,que/bienes_de_uso.svg,3 - Maquinaria y Equipo,que/maquinaria_y_equipo.svg,3,"9289,19161777","12515,943854","12292,031493","1403,75258096","883,70425121","597,12674242",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - Bienes de Uso,que/bienes_de_uso.svg,3 - Maquinaria y Equipo,que/maquinaria_y_equipo.svg,4,"9289,19161777","12515,943854","12505,933983","1728,76817913","1120,68985897","852,24743701",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - Bienes de Uso,que/bienes_de_uso.svg,3 - Maquinaria y Equipo,que/maquinaria_y_equipo.svg,5,"9289,19161777","12515,943854","12624,380686","2313,78490781","1531,11748088","1226,81657389",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
