Cod. y Desc. Inciso,Cod. y Desc. Inciso_imagen,Cod. y Desc. Principal,Cod. y Desc. Principal_imagen,Mes,Devengado Anterior,Sancionado,Presupuestado,Comprometido,Devengado,Pagado,Leyenda_Fecha_Act,Cod. Ejercicio Presupuestario
2 - Bienes de Consumo,que/bienes_de_consumo.svg,2 - Textiles y Vestuario,que/textiles_y_vestuario.svg,4,"921,37016099","909,730097","867,355708","380,36249366","197,45362002","137,74406301",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,2 - Textiles y Vestuario,que/textiles_y_vestuario.svg,5,"921,37016099","909,730097","867,536283","446,33540099","289,93169434","235,9664517",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,2 - Textiles y Vestuario,que/textiles_y_vestuario.svg,6,"921,37016099","909,730097","1584,293329","1229,15472839","379,46342545","324,96116686",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,2 - Textiles y Vestuario,que/textiles_y_vestuario.svg,7,"921,37016099","909,730097","1614,652857","1289,65581339","531,70587493","419,77768533",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,2 - Textiles y Vestuario,que/textiles_y_vestuario.svg,8,"921,37016099","909,730097","1593,104401","1359,21519153","637,07404322","553,84332362",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,2 - Textiles y Vestuario,que/textiles_y_vestuario.svg,9,"921,37016099","909,730097","1578,655422","1434,06112885","896,64044628","730,56621772",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,2 - Textiles y Vestuario,que/textiles_y_vestuario.svg,10,"921,37016099","909,730097","1796,884374","1482,27000283","1071,4415076","962,10788378",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,2 - Textiles y Vestuario,que/textiles_y_vestuario.svg,11,"921,37016099","909,730097","1808,189413","1698,79234385","1240,9338262","1111,87920299",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,"3 - Productos de Papel, Cartón e Impresos",que/productos_de_papel_carton_e_impresos.svg,1,"850,25066722","1389,751745","1391,004745","36,74278007","12,87286619","2,71008826",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,"3 - Productos de Papel, Cartón e Impresos",que/productos_de_papel_carton_e_impresos.svg,2,"850,25066722","1389,751745","1418,883919","362,05157959","34,78915808","27,30211903",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,"3 - Productos de Papel, Cartón e Impresos",que/productos_de_papel_carton_e_impresos.svg,3,"850,25066722","1389,751745","1422,308776","543,78392251","155,39657308","93,40228842",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,"3 - Productos de Papel, Cartón e Impresos",que/productos_de_papel_carton_e_impresos.svg,4,"850,25066722","1389,751745","1241,412878","859,54801029","294,72661182","171,45099178",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,"3 - Productos de Papel, Cartón e Impresos",que/productos_de_papel_carton_e_impresos.svg,5,"850,25066722","1389,751745","1223,057694","887,13806875","439,5126129","418,12079104",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,"3 - Productos de Papel, Cartón e Impresos",que/productos_de_papel_carton_e_impresos.svg,6,"850,25066722","1389,751745","1225,297256","922,54971208","544,60633307","516,25605606",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,"3 - Productos de Papel, Cartón e Impresos",que/productos_de_papel_carton_e_impresos.svg,7,"850,25066722","1389,751745","1421,279771","1040,22397118","625,89872507","572,21296613",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,"3 - Productos de Papel, Cartón e Impresos",que/productos_de_papel_carton_e_impresos.svg,8,"850,25066722","1389,751745","1411,187245","1184,24197416","803,52709225","727,30931468",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,"3 - Productos de Papel, Cartón e Impresos",que/productos_de_papel_carton_e_impresos.svg,9,"850,25066722","1389,751745","1439,115628","1257,4536995","934,61006904","878,60059744",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,"3 - Productos de Papel, Cartón e Impresos",que/productos_de_papel_carton_e_impresos.svg,10,"850,25066722","1389,751745","1775,916265","1615,29389977","1041,8376238","965,09874474",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,"3 - Productos de Papel, Cartón e Impresos",que/productos_de_papel_carton_e_impresos.svg,11,"850,25066722","1389,751745","1769,872727","1644,58966094","1373,17700348","1135,21489901",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,4 - Productos de Cuero y Caucho,que/productos_de_cuero_y_caucho.svg,1,"90,98752195","158,328723","158,528723","15,69198116","0,75095889","0,34551389",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,4 - Productos de Cuero y Caucho,que/productos_de_cuero_y_caucho.svg,2,"90,98752195","158,328723","158,449723","25,00991771","19,99131494","5,11042319",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,4 - Productos de Cuero y Caucho,que/productos_de_cuero_y_caucho.svg,3,"90,98752195","158,328723","153,419746","34,7452413","24,38476762","22,58290539",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,4 - Productos de Cuero y Caucho,que/productos_de_cuero_y_caucho.svg,4,"90,98752195","158,328723","152,42939","59,70380653","28,68554127","26,80551679",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,4 - Productos de Cuero y Caucho,que/productos_de_cuero_y_caucho.svg,5,"90,98752195","158,328723","149,305781","70,00458236","37,48343807","31,73348334",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,4 - Productos de Cuero y Caucho,que/productos_de_cuero_y_caucho.svg,6,"90,98752195","158,328723","145,862481","79,61430617","49,5819115","37,44310956",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,4 - Productos de Cuero y Caucho,que/productos_de_cuero_y_caucho.svg,7,"90,98752195","158,328723","147,061695","82,19601052","57,01144001","51,27751867",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,4 - Productos de Cuero y Caucho,que/productos_de_cuero_y_caucho.svg,8,"90,98752195","158,328723","152,754385","86,9332186","67,1827589","62,28948126",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,4 - Productos de Cuero y Caucho,que/productos_de_cuero_y_caucho.svg,9,"90,98752195","158,328723","151,14639","101,99701319","86,6342981","72,58939719",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,4 - Productos de Cuero y Caucho,que/productos_de_cuero_y_caucho.svg,10,"90,98752195","158,328723","159,827973","105,54792613","96,36125372","92,43366452",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,4 - Productos de Cuero y Caucho,que/productos_de_cuero_y_caucho.svg,11,"90,98752195","158,328723","154,199411","114,05955232","104,9152715","100,70080571",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,"5 - Productos Químicos, Combustibles y Lubricantes",que/productos_quimicos_combustibles_y_lubricantes.svg,1,"5024,41465068","6182,781792","6326,791662","1284,20126689","295,25458799","16,28263014",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,"5 - Productos Químicos, Combustibles y Lubricantes",que/productos_quimicos_combustibles_y_lubricantes.svg,2,"5024,41465068","6182,781792","6334,385672","1519,42332966","699,40419692","453,62051287",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,"5 - Productos Químicos, Combustibles y Lubricantes",que/productos_quimicos_combustibles_y_lubricantes.svg,3,"5024,41465068","6182,781792","6386,452672","2756,94511984","1189,66429121","771,82206631",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,"5 - Productos Químicos, Combustibles y Lubricantes",que/productos_quimicos_combustibles_y_lubricantes.svg,4,"5024,41465068","6182,781792","6366,484439","3845,12868046","1473,5327108","1230,15906126",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,"5 - Productos Químicos, Combustibles y Lubricantes",que/productos_quimicos_combustibles_y_lubricantes.svg,5,"5024,41465068","6182,781792","6355,290819","4453,25530188","1870,88428612","1563,07625814",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,"5 - Productos Químicos, Combustibles y Lubricantes",que/productos_quimicos_combustibles_y_lubricantes.svg,6,"5024,41465068","6182,781792","6327,393266","4899,03830861","3156,63452121","2273,88769823",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,"5 - Productos Químicos, Combustibles y Lubricantes",que/productos_quimicos_combustibles_y_lubricantes.svg,7,"5024,41465068","6182,781792","6352,616722","5125,06661233","3577,22663563","2940,75914872",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,"5 - Productos Químicos, Combustibles y Lubricantes",que/productos_quimicos_combustibles_y_lubricantes.svg,8,"5024,41465068","6182,781792","6397,399641","5435,57720054","3806,641513","3508,30601676",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,"5 - Productos Químicos, Combustibles y Lubricantes",que/productos_quimicos_combustibles_y_lubricantes.svg,9,"5024,41465068","6182,781792","7077,09398","6035,42384328","4636,57570404","4021,30384012",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,"5 - Productos Químicos, Combustibles y Lubricantes",que/productos_quimicos_combustibles_y_lubricantes.svg,10,"5024,41465068","6182,781792","7675,489834","6376,32757716","5270,61166708","4573,08644581",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,"5 - Productos Químicos, Combustibles y Lubricantes",que/productos_quimicos_combustibles_y_lubricantes.svg,11,"5024,41465068","6182,781792","7304,679885","6496,02630125","5716,38591547","5274,74364949",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,6 - Productos de Minerales No Metálicos,que/productos_de_minerales_no_metalicos.svg,1,"60,55721392","80,46538","80,56538","3,41872487","0,99811931","0,87528258",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,6 - Productos de Minerales No Metálicos,que/productos_de_minerales_no_metalicos.svg,2,"60,55721392","80,46538","80,385738","8,21509838","5,0066128","4,40140824",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,6 - Productos de Minerales No Metálicos,que/productos_de_minerales_no_metalicos.svg,3,"60,55721392","80,46538","80,472303","15,31970981","10,31476904","9,65668216",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,6 - Productos de Minerales No Metálicos,que/productos_de_minerales_no_metalicos.svg,4,"60,55721392","80,46538","74,713569","21,91862456","13,35874722","13,02219921",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,6 - Productos de Minerales No Metálicos,que/productos_de_minerales_no_metalicos.svg,5,"60,55721392","80,46538","73,895224","27,09817459","20,43708579","19,44716546",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,6 - Productos de Minerales No Metálicos,que/productos_de_minerales_no_metalicos.svg,6,"60,55721392","80,46538","73,841353","35,93740467","28,50427945","28,35549921",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,6 - Productos de Minerales No Metálicos,que/productos_de_minerales_no_metalicos.svg,7,"60,55721392","80,46538","73,234503","40,97430702","34,78192964","32,85509575",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,6 - Productos de Minerales No Metálicos,que/productos_de_minerales_no_metalicos.svg,8,"60,55721392","80,46538","71,20402","45,62813475","40,24615401","38,34284447",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,6 - Productos de Minerales No Metálicos,que/productos_de_minerales_no_metalicos.svg,9,"60,55721392","80,46538","70,424411","52,75657781","48,86166827","45,72229514",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,6 - Productos de Minerales No Metálicos,que/productos_de_minerales_no_metalicos.svg,10,"60,55721392","80,46538","70,197943","56,90501642","52,44101368","51,48470154",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,6 - Productos de Minerales No Metálicos,que/productos_de_minerales_no_metalicos.svg,11,"60,55721392","80,46538","70,628551","61,68773815","56,86333833","56,38920101",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,7 - Productos Metálicos,que/productos_metalicos.svg,1,"527,65998447","441,72834","441,72834","20,20770529","5,80707873","1,59910573",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,7 - Productos Metálicos,que/productos_metalicos.svg,2,"527,65998447","441,72834","453,420412","52,04920476","18,48450427","13,69212972",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,7 - Productos Metálicos,que/productos_metalicos.svg,3,"527,65998447","441,72834","455,962149","106,10091636","56,71697696","26,95459241",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,7 - Productos Metálicos,que/productos_metalicos.svg,4,"527,65998447","441,72834","443,000547","116,81285007","75,88391917","43,70770361",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,7 - Productos Metálicos,que/productos_metalicos.svg,5,"527,65998447","441,72834","438,059026","173,7950766","96,00645807","75,61384243",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,7 - Productos Metálicos,que/productos_metalicos.svg,6,"527,65998447","441,72834","437,576326","280,98666424","172,30103652","131,2785008",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,7 - Productos Metálicos,que/productos_metalicos.svg,7,"527,65998447","441,72834","431,014918","274,14971381","207,64085568","187,1637506",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,7 - Productos Metálicos,que/productos_metalicos.svg,8,"527,65998447","441,72834","440,747158","296,92374142","228,57544152","217,67736278",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,7 - Productos Metálicos,que/productos_metalicos.svg,9,"527,65998447","441,72834","494,081341","381,87029753","299,21596367","269,28947983",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,7 - Productos Metálicos,que/productos_metalicos.svg,10,"527,65998447","441,72834","503,923499","416,28542373","329,26916844","312,10854184",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,7 - Productos Metálicos,que/productos_metalicos.svg,11,"527,65998447","441,72834","493,362442","458,35431999","379,74659073","366,24049086",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,8 - Minerales,que/minerales.svg,1,"45,39727269","24,698003","24,698003","5,55415876","6,6473103","6,31780612",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,8 - Minerales,que/minerales.svg,2,"45,39727269","24,698003","24,478003","6,83876093","7,77516099","7,75890591",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,8 - Minerales,que/minerales.svg,3,"45,39727269","24,698003","24,416794","11,02565225","10,45231613","10,39470863",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,8 - Minerales,que/minerales.svg,4,"45,39727269","24,698003","24,13932","15,90352517","15,02737574","14,97409261",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,8 - Minerales,que/minerales.svg,5,"45,39727269","24,698003","23,099385","22,1926266","16,15828587","15,85835143",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,8 - Minerales,que/minerales.svg,6,"45,39727269","24,698003","23,099385","25,08892715","18,62581241","18,11870596",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,8 - Minerales,que/minerales.svg,7,"45,39727269","24,698003","22,895874","30,78282475","29,42028249","29,34018321",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,8 - Minerales,que/minerales.svg,8,"45,39727269","24,698003","38,761646","31,26832302","29,89673252","29,77403483",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,8 - Minerales,que/minerales.svg,9,"45,39727269","24,698003","38,760372","33,07149648","32,50265717","30,99821929",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,8 - Minerales,que/minerales.svg,10,"45,39727269","24,698003","38,560872","33,94028424","33,04340422","32,98849042",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,8 - Minerales,que/minerales.svg,11,"45,39727269","24,698003","38,211772","36,41385695","35,7035554","35,55792838",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,9 - Otros Bienes de Consumo,que/default.svg,1,"2022,48392664","2438,553951","2453,162326","236,3921098","33,31775326","12,96035963",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,9 - Otros Bienes de Consumo,que/default.svg,2,"2022,48392664","2438,553951","2473,546287","407,37432659","125,37531999","92,75261443",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,9 - Otros Bienes de Consumo,que/default.svg,3,"2022,48392664","2438,553951","2506,757757","714,15805354","323,9259833","194,96045297",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,9 - Otros Bienes de Consumo,que/default.svg,4,"2022,48392664","2438,553951","2526,721438","845,58756327","449,899927","339,59917005",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,9 - Otros Bienes de Consumo,que/default.svg,5,"2022,48392664","2438,553951","2445,363943","1005,48420837","616,1398976","504,95562292",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,9 - Otros Bienes de Consumo,que/default.svg,6,"2022,48392664","2438,553951","2450,426155","1327,53106716","912,42257805","777,17869312",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,9 - Otros Bienes de Consumo,que/default.svg,7,"2022,48392664","2438,553951","2482,479001","1421,47668368","1067,56603969","952,58938193",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,9 - Otros Bienes de Consumo,que/default.svg,8,"2022,48392664","2438,553951","2514,425116","1594,12368889","1269,60997744","1169,98449224",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,9 - Otros Bienes de Consumo,que/default.svg,9,"2022,48392664","2438,553951","2588,193128","1878,58032824","1558,51745652","1443,58529507",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,9 - Otros Bienes de Consumo,que/default.svg,10,"2022,48392664","2438,553951","2739,93056","1981,36535207","1691,26305733","1613,37896125",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - Bienes de Consumo,que/bienes_de_consumo.svg,9 - Otros Bienes de Consumo,que/default.svg,11,"2022,48392664","2438,553951","2926,161836","2188,12165398","1858,61086213","1773,3916992",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,1 - Servicios Básicos,que/servicios_basicos.svg,1,"1907,13567492","2249,920828","2240,521578","267,47447885","56,89942529","33,09112729",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,1 - Servicios Básicos,que/servicios_basicos.svg,2,"1907,13567492","2249,920828","2307,882728","341,26430906","198,19133212","128,06554603",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,1 - Servicios Básicos,que/servicios_basicos.svg,3,"1907,13567492","2249,920828","2276,017772","604,03521036","418,46136459","298,10867219",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,1 - Servicios Básicos,que/servicios_basicos.svg,4,"1907,13567492","2249,920828","2259,90187","828,78506736","649,7265882","600,59710578",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,1 - Servicios Básicos,que/servicios_basicos.svg,5,"1907,13567492","2249,920828","2361,471212","1148,95660816","904,93510722","776,36626811",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,1 - Servicios Básicos,que/servicios_basicos.svg,6,"1907,13567492","2249,920828","2319,534828","1470,84177663","1233,59144611","1024,06511623",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,1 - Servicios Básicos,que/servicios_basicos.svg,7,"1907,13567492","2249,920828","2287,250918","1611,2479884","1388,46287534","1261,71512473",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,1 - Servicios Básicos,que/servicios_basicos.svg,8,"1907,13567492","2249,920828","2389,763094","1738,78957108","1528,14751639","1430,8039914",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,1 - Servicios Básicos,que/servicios_basicos.svg,9,"1907,13567492","2249,920828","2460,800355","1924,62432101","1822,90488144","1707,39983446",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,1 - Servicios Básicos,que/servicios_basicos.svg,10,"1907,13567492","2249,920828","2644,008921","2061,56935639","1967,01562364","1891,91899362",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,1 - Servicios Básicos,que/servicios_basicos.svg,11,"1907,13567492","2249,920828","2726,998908","2277,52676334","2134,35259316","2036,06571816",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,2 - Alquileres y Derechos,que/alquileres_y_derechos.svg,1,"1649,06291826","1902,943011","1913,08093","288,17845257","40,08866883","12,38155663",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,2 - Alquileres y Derechos,que/alquileres_y_derechos.svg,2,"1649,06291826","1902,943011","1950,133895","481,00133864","139,73989864","100,05115781",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,2 - Alquileres y Derechos,que/alquileres_y_derechos.svg,3,"1649,06291826","1902,943011","1980,440537","722,5625278","325,53004039","240,17071721",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,2 - Alquileres y Derechos,que/alquileres_y_derechos.svg,4,"1649,06291826","1902,943011","2006,399899","880,09912478","457,33244258","410,37589391",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,2 - Alquileres y Derechos,que/alquileres_y_derechos.svg,5,"1649,06291826","1902,943011","2078,803927","1016,79905917","622,48098606","558,23157316",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,2 - Alquileres y Derechos,que/alquileres_y_derechos.svg,6,"1649,06291826","1902,943011","2063,771205","1247,18762203","861,98654025","778,11705694",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,2 - Alquileres y Derechos,que/alquileres_y_derechos.svg,7,"1649,06291826","1902,943011","2092,806482","1354,59634005","978,66481699","926,41123471",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,2 - Alquileres y Derechos,que/alquileres_y_derechos.svg,8,"1649,06291826","1902,943011","2154,640312","1447,70750685","1112,8488181","1057,13547",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,2 - Alquileres y Derechos,que/alquileres_y_derechos.svg,9,"1649,06291826","1902,943011","2181,62365","1672,61348095","1396,81954626","1249,85835629",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - Servicios No Personales,que/servicios_no_personales.svg,2 - Alquileres y Derechos,que/alquileres_y_derechos.svg,10,"1649,06291826","1902,943011","2449,634408","1815,75955412","1565,19924477","1480,88178936",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
